id,x_0,x_1,x_2,x_3
0.0,0.9999383063148363,0.0,0.0,0.019702210510018244
1.0,4.925742521721179e-05,0.9999513775592087,0.009973538581770039,0.9918147832218377
2.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
3.0,0.0,9.003799745811078e-05,7.413271767803797e-05,0.9999510729639458
4.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
5.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
6.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
7.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
8.0,0.0,9.003799745811078e-05,7.413271767803797e-05,0.9999510729639458
9.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
10.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
11.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
12.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
13.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
14.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
15.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
16.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
17.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
18.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
19.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
20.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
21.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
22.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
23.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
24.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
25.0,0.0,9.003799745811078e-05,7.413271767803797e-05,0.9999510729639458
26.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
27.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
28.0,0.0,9.003799745811078e-05,7.413271767803797e-05,0.9999510729639458
29.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
30.0,0.0,9.003799745811078e-05,7.413271767803797e-05,0.9999510729639458
31.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
32.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
33.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
34.0,0.0,9.003799745811078e-05,7.413271767803797e-05,0.9999510729639458
35.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
36.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
37.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
38.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
39.0,0.0,9.003799745811078e-05,7.413271767803797e-05,0.9999510729639458
40.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
41.0,0.0,9.003799745811078e-05,7.413271767803797e-05,0.9999510729639458
42.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
43.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
44.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
45.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
46.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
47.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
48.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
49.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
50.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
51.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
52.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
53.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
54.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
55.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
56.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
57.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
58.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
59.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
60.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
61.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
62.0,0.0,9.003799745811078e-05,7.413271767803797e-05,0.9999510729639458
63.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
64.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
65.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
66.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
67.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
68.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
69.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
70.0,0.0,9.003799745811078e-05,7.413271767803797e-05,0.9999510729639458
71.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
72.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
73.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
74.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
75.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
76.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
77.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
78.0,0.0,0.0,7.413271767803797e-05,0.9999510729639458
