1,0
4,0
5,0
7,0
8,0
9,0
11,0
15,0
16,0
18,0
19,0
20,0
22,0
23,0
24,0
26,0
27,0
30,0
32,0
33,0
34,0
37,0
40,0
41,0
42,0
43,0
45,0
48,0
50,0
52,0
54,0
58,0
60,0
61,0
62,0
64,0
65,0
67,0
68,0
69,0
72,0
74,0
75,0
76,0
79,0
81,0
94,0
96,0
99,0
106,0
109,0
110,0
117,0
118,0
123,0
127,0
130,0
131,0
132,0
133,0
134,0
135,0
142,0
144,0
148,0
152,0
153,0
154,0
156,0
159,0
161,0
162,0
164,0
165,0
166,0
167,0
168,0
169,0
171,0
173,0
175,0
178,0
179,0
180,0
181,0
184,0
186,0
187,0
188,0
192,0
195,0
196,0
198,0
202,0
204,0
207,0
209,0
210,0
212,0
216,0
217,0
255,0
256,0
257,0
258,0
262,0
266,0
271,0
277,0
279,0
281,0
283,0
286,0
287,0
291,0
293,0
294,0
295,0
296,0
299,0
307,0
310,0
314,0
315,0
318,0
319,0
320,0
321,0
322,0
324,0
325,0
327,0
333,0
338,0
346,0
362,0
363,0
364,0
365,0
366,0
368,0
370,0
371,0
372,0
373,0
374,0
381,0
383,0
384,0
387,0
389,0
390,0
391,0
392,0
394,0
406,0
407,0
408,0
410,0
413,0
440,0
460,0
461,0
462,0
463,0
469,0
478,0
481,0
482,0
487,0
488,0
491,0
497,0
501,0
502,0
503,0
506,0
508,0
515,0
516,0
519,0
523,0
524,0
531,0
537,0
539,0
540,0
542,0
544,0
547,0
548,0
551,0
552,0
555,0
558,0
559,0
561,0
562,0
565,0
568,0
574,0
575,0
576,0
578,0
581,0
583,0
586,0
587,0
589,0
590,0
595,0
605,0
606,0
609,0
614,0
615,0
617,0
618,0
622,0
624,0
625,0
626,0
627,0
628,0
638,0
641,0
649,0
650,0
651,0
652,0
655,0
660,0
661,0
662,0
663,0
666,0
668,0
675,0
676,0
679,0
680,0
686,0
692,0
693,0
695,0
696,0
697,0
706,0
707,0
708,0
720,0
721,0
722,0
728,0
732,0
733,0
736,0
741,0
753,0
755,0
758,0
759,0
762,0
766,0
768,0
774,0
777,0
781,0
784,0
785,0
787,0
789,0
790,0
794,0
799,0
800,0
801,0
806,0
809,0
810,0
811,0
812,0
814,0
820,0
825,0
829,0
830,0
836,0
838,0
839,0
841,0
842,0
843,0
846,0
847,0
848,0
849,0
853,0
856,0
859,0
860,0
862,0
864,0
865,0
873,0
875,0
876,0
877,0
878,0
882,0
884,0
886,0
888,0
889,0
891,0
892,0
897,0
899,0
903,0
905,0
906,0
908,0
909,0
911,0
912,0
914,0
917,0
918,0
919,0
921,0
923,0
924,0
925,0
927,0
928,0
929,0
932,0
933,0
934,0
941,0
942,0
943,0
944,0
945,0
949,0
950,0
951,0
955,0
958,0
959,0
960,0
961,0
963,0
964,0
965,0
966,0
967,0
968,0
971,0
978,0
980,0
985,0
986,0
988,0
989,0
991,0
992,0
1003,0
1005,0
1006,0
1009,0
1010,0
1012,0
1013,0
1014,0
1015,0
1016,0
1024,0
1026,0
1028,0
1030,0
1031,0
1033,0
1035,0
1037,0
1038,0
1039,0
1040,0
1046,0
1047,0
1048,0
1049,0
1051,0
1052,0
1053,0
1062,0
1064,0
1065,0
1069,0
1076,0
1081,0
1083,0
1084,0
1087,0
1089,0
1093,0
1095,0
1096,0
1101,0
1104,0
1107,0
1108,0
1109,0
1117,0
1119,0
1121,0
1123,0
1127,0
1131,0
1132,0
1138,0
1140,0
1146,0
1147,0
1149,0
1151,0
1153,0
1157,0
1158,0
1164,0
1167,0
1170,0
1176,0
1177,0
1178,0
1179,0
1181,0
1182,0
1184,0
1188,0
1190,0
1198,0
1202,0
1204,0
1207,0
1210,0
1216,0
1218,0
1229,0
1230,0
1231,0
1232,0
1237,0
1238,0
1239,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1254,0
1262,0
1263,0
1264,0
1266,0
1268,0
1269,0
1273,0
